uniprot,pdb,name,resolution,method,ok,reason,n_ca,n_chains,n_span,n_dropped,contam_flag,size_cv,c0_invnm,A_foot_nm2,r_out,r_in,r_mid
P56181,5XTD,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
A0A1D8N5V2,7B0N,Subunit N7BM of NADH:Ubiquinone Oxidoreductase (Complex I),3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
Q9NX14,5XTD,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
Q9M9R9,7A23,B12-1,3.7,EM,True,,7354,3.0,15.0,12.0,True,0.107,0.0072107808551348,68.21716867500001,44.72383726476716,43.91740954521224,46.5984969679492
P92432,7EU3,"NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic",3.7,EM,True,,5399,1.0,10.0,9.0,True,0.0,-0.0428413898738917,32.985097120000006,28.03056046732856,31.36220563181398,32.402904977838766
Q47450,6CD2,PapGII adhesin protein,3.7,X-ray,True,,1258,1.0,1.0,0.0,False,0.0,-0.0161076736351918,15.863827835,22.194877276652186,23.063583876367066,22.471344491592177
A1E9J6,7EU3,"NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic",3.7,EM,True,,5399,1.0,10.0,9.0,True,0.0,-0.0428413898738917,32.985097120000006,28.03056046732856,31.36220563181398,32.402904977838766
A0A1D8NNZ0,7B0N,Subunit NIPM of NADH:Ubiquinone Oxidoreductase (Complex I),3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
P70057,5VMS,Potassium voltage-gated channel subfamily KQT member 1,3.7,EM,True,,1948,4.0,4.0,0.0,False,0.0,0.0214987062935983,44.278331555,38.398833310276586,36.461768034599686,37.54228373138773
Q16795,5XTD,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
Q8U0Z6,6CFW,Membrane-bound hydrogenase subunit alpha,3.7,EM,True,,2530,1.0,10.0,9.0,True,0.0,0.0136858832118421,14.642429805,20.008132180987204,19.29901875140792,21.58895589111177
Q16718,5XTD,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
Q03395,7ZW1,Rod outer segment membrane protein 1,3.7,EM,True,,760,2.0,2.0,0.0,False,0.002,-0.018378277856215,7.566844035,14.80310087606392,15.487640370638305,15.519669015643812
Q07307,5I6C,Uric acid-xanthine permease,3.7,X-ray,True,,948,2.0,2.0,0.0,False,0.013,0.0071444152940736,25.878335354999997,29.384217769331496,28.89209759958521,28.700749086872307
A0A1H6PPE5,7B0N,GRIM-19,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
A0A1H6PKH9,7B0N,Subunit NB8M of NADH:Ubiquinone Oxidoreductase (Complex I),3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
A0A1H6PJS3,7B0N,Subunit NI8M of NADH:Ubiquinone Oxidoreductase (Complex I),3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
A0A1D8NC63,7B0N,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
A0A1D8N7X0,7B0N,Subunit NUYM of NADH:Ubiquinone Oxidoreductase (Complex I),3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
P03897,5XTD,NADH-ubiquinone oxidoreductase chain 3,3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
P03901,5XTD,NADH-ubiquinone oxidoreductase chain 4L,3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
S5U4R9,7B0N,NADH dehydrogenase subunit 2,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
S5TMS4,7B0N,NADH-ubiquinone oxidoreductase chain 3,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
S5U3V2,7B0N,NADH-ubiquinone oxidoreductase chain 1,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
S5U3X7,7B0N,NADH-ubiquinone oxidoreductase chain 6,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
P03886,5XTD,NADH-ubiquinone oxidoreductase chain 1,3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
P03891,5XTD,NADH-ubiquinone oxidoreductase chain 2,3.7,EM,True,,8191,1.0,20.0,19.0,True,0.0,-0.0131627988168429,31.749890694999998,30.38337212602972,31.38765409668509,31.79041379641549
Q12809,5VA1,Potassium voltage-gated channel subfamily H member 2,3.7,EM,True,,2240,4.0,4.0,0.0,False,0.0,0.0112035712913175,45.753081835,39.20537694318527,38.17924557553804,38.16236139372996
S5TMP9,7B0N,NADH-ubiquinone oxidoreductase chain 4,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
A8DS70,6O2N,ADP-ribosyltransferase binding component,3.7,EM,True,,4613,7.0,7.0,0.0,False,0.0,0.0120701447471526,6.113780445,13.396184895799276,12.992071075749958,13.950185509879914
Q12770,6M49,"Sterol regulatory element-binding protein cleavage-activating protein,Sterol regulatory element-binding protein cleavage-activating protein",3.7,EM,True,,420,1.0,2.0,1.0,True,0.0,0.0193789651888076,6.646115845,13.523230331127872,12.846756748409248,14.5448423098576
S5TF58,7B0N,NADH-ubiquinone oxidoreductase chain 5,3.7,EM,True,,8092,1.0,20.0,19.0,True,0.0,0.0436655192870742,31.293304475,33.184904429334914,29.877398377210888,31.561001545819103
Q8U0Z7,6CFW,Membrane-bound hydrogenase subunit beta,3.7,EM,True,,2530,1.0,10.0,9.0,True,0.0,0.0136858832118421,14.642429805,20.008132180987204,19.29901875140792,21.58895589111177
W8L932,6Q53,Light-harvesting protein B:800-850 subunit beta,3.701,X-ray,True,,197,2.0,4.0,2.0,True,0.027,0.034445098176287,0.6691823400000001,2.811503661918464,2.429967270422045,4.615271979868606
A0A5S8WF94,6Q53,light-harvesting protein subunit alpha,3.701,X-ray,True,,197,2.0,4.0,2.0,True,0.027,0.034445098176287,0.6691823400000001,2.811503661918464,2.429967270422045,4.615271979868606
Q14957,8E93,"Glutamate receptor ionotropic, NMDA 2C",3.71,EM,True,,2320,2.0,4.0,2.0,True,0.055,-0.1060430507031613,7.225174740000001,12.27673334792319,16.136336888076265,15.16523837315919
Q1LCD8,4K0E,Heavy metal cation tricomponent efflux pump ZneA(CzcA-like),3.713,X-ray,True,,2876,3.0,3.0,0.0,False,0.015,-0.0163725250554757,51.20551825,39.15540623952809,40.741797658625885,40.37229580558866
O82238,7AR7,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-A,3.72,EM,True,,7595,1.0,19.0,18.0,True,0.0,-0.1196222605850149,12.454931594999998,19.55304761296536,25.269399878762965,19.911122164336565
Q5XHB4,7Y5H,Zinc transporter 8,3.72,EM,True,,600,2.0,2.0,0.0,False,0.0,0.0333430365365236,14.712595805,20.92247465510317,19.190721029224576,21.640620823251968
P50443,7XLM,Sulfate transporter,3.73,EM,True,,1190,2.0,2.0,0.0,False,0.0,-0.0026492976595097,33.786905684999994,32.78630821637671,32.99482512177016,32.79436857616688
A0A0H2UQH5,7PAF,LicB protein,3.75,EM,True,,780,2.0,2.0,0.0,False,0.0,0.0586907159052962,19.841598824999995,27.043268132992267,23.503343264643,25.13120980711073
Q98SW5,6D32,"Smoothened,Soluble cytochrome b562,Smoothened",3.751,X-ray,True,,573,1.0,1.0,0.0,False,0.0,0.0296572680272929,4.728882229999999,12.74181048584622,11.868544194062356,12.268862882956393
A0A0H3KP92,5KHS,Putative RND superfamily efflux pump membrane protein,3.758,X-ray,True,,1705,2.0,2.0,0.0,False,0.001,-0.0398476272170569,23.17251810500001,26.730848232813557,29.32816779359994,27.158868902431085
Q8QFV0,5U76,Potassium channel subfamily T member 1,3.76,EM,True,,3512,4.0,4.0,0.0,False,0.0,0.0358838169324191,43.43601388500001,39.18189111762268,35.97960657234164,37.18348105814181
E1B792,5TQQ,Chloride channel protein,3.76,EM,True,,1206,2.0,2.0,0.0,False,0.0,0.0161970366322124,26.539574555000005,29.146921998467334,28.01707705037572,29.065114752858413
P28222,6G79,5-hydroxytryptamine receptor 1B,3.78,EM,True,,860,1.0,1.0,0.0,False,0.0,0.0696411317041105,4.740914485,13.097148053928994,11.043938926420934,12.2844615271791
P19573,7QBA,Nitrous-oxide reductase,3.78,EM,True,,2698,2.0,2.0,0.0,False,0.032,0.1147712644681041,12.022162710000003,22.74480859445321,17.356396868851572,19.562140076952502
P04578,7AEJ,"Envelope glycoprotein gp160,Envelope glycoprotein gp160",3.8,X-ray,True,,551,2.0,2.0,0.0,False,0.037,0.2626368617926119,1.8172259849999997,8.277198628429884,3.483216011518886,7.605530858891947
Q12349,6CP3,"ATP synthase subunit H, mitochondrial",3.8,EM,True,,5104,1.0,14.0,13.0,True,0.0,-0.2435539737766077,10.25480192,6.8989531278203735,17.45971288679136,18.067110538192093
Q9HW00,8BH1,Probable peptidoglycan glycosyltransferase FtsW,3.8,EM,True,,1195,1.0,4.0,3.0,True,0.0,0.0028108537695787,0.12884382,1.4861998521991866,1.4725381015555836,2.0251484310954795
Q9HVZ6,8BH1,Cell division protein FtsL,3.8,EM,True,,1195,1.0,4.0,3.0,True,0.0,0.0028108537695787,0.12884382,1.4861998521991866,1.4725381015555836,2.0251484310954795
P09457,6CP3,"ATP synthase subunit 5, mitochondrial",3.8,EM,True,,5104,1.0,14.0,13.0,True,0.0,-0.2435539737766077,10.25480192,6.8989531278203735,17.45971288679136,18.067110538192093
Q9HXZ6,8BH1,Cell division protein FtsB,3.8,EM,True,,1195,1.0,4.0,3.0,True,0.0,0.0028108537695787,0.12884382,1.4861998521991866,1.4725381015555836,2.0251484310954795
P08190,4J3O,Protein FimG,3.8,X-ray,True,,1554,1.0,2.0,1.0,True,0.0,-0.0293990083809186,17.175397864999994,22.65160030424955,24.3013664619698,23.381828285165103
Q9BUN8,7CZB,Derlin-1,3.8,EM,True,,776,4.0,4.0,0.0,False,0.0,-0.1385134341651439,31.115263935,29.127503034527702,39.58950860317276,31.471091690197937
P0C247,3J5Q,Kappa-theraphotoxin-Cg1a 1,3.8,EM,True,,2492,4.0,4.0,0.0,False,0.0,0.0179483870113165,40.70012517,38.0587994653114,36.50834290409623,35.99340524391758
P08189,4J3O,Protein FimF,3.8,X-ray,True,,1554,1.0,2.0,1.0,True,0.0,-0.0293990083809186,17.175397864999994,22.65160030424955,24.3013664619698,23.381828285165103
Q8CD54,6KG7,Piezo-type mechanosensitive ion channel component 2,3.8,EM,True,,5454,3.0,3.0,0.0,False,0.0,0.033217777674099,320.30592339,97.5040389513794,89.45415972799887,100.97353218456055
Q74D23,6VK9,Geopilin domain 1 protein,3.8,EM,False,no_TM_span,2640,0.0,,,,,,,,,
A0A1S3TZB2,7JRP,Cytochrome c oxidase subunit 2,3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
Q16348,7PMY,Solute carrier family 15 member 2,3.8,EM,True,,659,1.0,1.0,0.0,False,0.0,-0.0199073334823546,8.600267810000002,15.663669110754212,16.45417550043576,16.5455440156896
P11151,6U7M,Lipoprotein lipase,3.8,EM,False,no_TM_span,417,0.0,,,,,,,,,
O60669,7BP3,Monocarboxylate transporter 2,3.8,EM,True,,788,2.0,2.0,0.0,False,0.0,-0.0035623638503096,21.66783702,25.555474496310325,25.780008624180727,26.26230518382788
P21306,6CP3,"ATP synthase subunit epsilon, mitochondrial",3.8,EM,True,,5104,1.0,14.0,13.0,True,0.0,-0.2435539737766077,10.25480192,6.8989531278203735,17.45971288679136,18.067110538192093
P15391,7JIC,B-lymphocyte antigen CD19,3.8,EM,True,,842,2.0,2.0,0.0,False,0.056,0.0607981741202257,2.7439194750000007,9.704450041073343,8.340769877367801,9.345676517966671
P18508,6DW0,Gamma-aminobutyric acid receptor subunit gamma-2,3.8,EM,True,,1532,5.0,5.0,0.0,False,0.036,0.0479120730110288,17.688308350000003,24.54183972821542,21.8133368423401,23.728386834490657
P18357,8EXR,Beta-lactam sensor/signal transducer BlaR1,3.8,EM,True,,590,2.0,3.0,1.0,True,0.101,-0.0679614099935881,12.13301336,17.434206426929425,20.639612267031225,19.65211973729046
Q74D22,6VK9,Geopilin domain 2 protein,3.8,EM,False,no_TM_span,2640,0.0,,,,,,,,,
A0A1S3TUX2,7JRP,COX7a,3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
P15431,6DW0,"Gamma-aminobutyric acid receptor subunit beta-1,Gamma-aminobutyric acid receptor subunit beta-1",3.8,EM,True,,1532,5.0,5.0,0.0,False,0.036,0.0479120730110288,17.688308350000003,24.54183972821542,21.8133368423401,23.728386834490657
A1CWT6,6D7W,Mitochondrial calcium uniporter,3.8,EM,True,,1088,4.0,4.0,0.0,False,0.011,-0.0651859104818556,8.985594709999997,14.675570561717144,17.32140980900082,16.9121365576138
Q9SU56,7A24,GLDH,3.8,EM,True,,6253,1.0,11.0,10.0,True,0.0,0.0042901169920659,12.586733990000004,18.64370430209105,18.437611906286214,20.01619809999529
Q5Y388,7WCO,Capsid protein,3.8,EM,True,,1195,5.0,10.0,5.0,True,0.0,-0.091738446019076,37.36024076,28.235259767320716,35.82789468264019,34.48497351617748
A0A1S3V319,7JRP,Cytochrome c oxidase subunit 5C,3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
G3XDA7,8BH1,Cell division protein FtsQ,3.8,EM,True,,1195,1.0,4.0,3.0,True,0.0,0.0028108537695787,0.12884382,1.4861998521991866,1.4725381015555836,2.0251484310954795
P41783,6PEP,Protein PrgH,3.8,EM,True,,5729,1.0,4.0,3.0,True,0.0,0.3974085216837878,0.4438814449999999,6.002196443476239,2.4170493698325344,3.758880847234274
P41594,7FD8,Metabotropic glutamate receptor 5,3.8,EM,True,,1528,2.0,2.0,0.0,False,0.0,0.0028576410689358,13.93970024,20.89842185629649,20.75395417530108,21.06453036939243
G3XD46,8BH1,"Peptidoglycan D,D-transpeptidase FtsI",3.8,EM,True,,1195,1.0,4.0,3.0,True,0.0,0.0028108537695787,0.12884382,1.4861998521991866,1.4725381015555836,2.0251484310954795
A0A1S3V7C2,7JRP,COX7c,3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
B3LH69,7TMT,H(+)-transporting two-sector ATPase,3.8,EM,True,,8221,1.0,14.0,13.0,True,0.0,0.0315713104000776,8.609240984999998,16.48336059396746,15.22903193336814,16.554173244424426
C6K2K4,7F57,Neuropilin and tolloid-like protein 2,3.8,EM,True,,3468,4.0,5.0,1.0,True,0.009,-0.0443415117122791,18.122006650000003,20.995082006233524,23.551017819636964,24.017522507917835
D6QZ20,7ZEB,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,3.8,EM,True,,8195,1.0,20.0,19.0,True,0.0,-0.0045883000394918,31.474614205,30.7934751970918,31.142027793983523,31.652299861577628
A0A1S3UMA0,7JRP,"cytochrome c oxidase subunit 6a, mitochondrial",3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
A4WH64,6W8U,pilin,3.8,EM,True,,5740,3.0,3.0,0.0,False,0.0,0.0962945152030963,3.693073080000001,10.54635317156378,8.040637395823929,10.8422399519805
A0A1S3TNX9,7JRP,COX4,3.8,EM,True,,5472,1.0,20.0,19.0,True,0.0,-0.0041199470597608,10.548444474999998,17.969216367330816,18.150401330254176,18.323957433516608
A0A0E7XN74,7B0K,Drug/metabolite transporter (DMT) superfamily permease,3.8,X-ray,True,,255,1.0,1.0,0.0,False,0.0,0.0206505274371646,6.861064164999998,14.895834854373325,14.163409796083313,14.778174966689338
Q96G97,6DS5,Seipin,3.8,EM,False,no_TM_span,1760,0.0,,,,,,,,,
Q91V14,7D14,Solute carrier family 12 member 5,3.8,EM,True,,1700,2.0,2.0,0.0,False,0.0,0.0032040338811865,28.3175267,29.19777544430972,28.96690886689337,30.022905756910763
A0A097PBL3,7DR2,Photosystem I P700 chlorophyll a apoprotein A1,3.8,EM,True,,8588,8.0,30.0,22.0,True,0.023,0.0116530173500713,303.9955496149999,100.49753779437415,97.7464255405024,98.36909514594994
Q8IWU4,6XPD,Zinc transporter 8,3.8,EM,True,,606,2.0,2.0,0.0,False,0.0,0.0414389347959334,12.003885210000004,19.75093567740354,17.80689295221586,19.547264092343944
P62813,6DW0,"Gamma-aminobutyric acid receptor subunit alpha-1,Gamma-aminobutyric acid receptor subunit alpha-1",3.8,EM,True,,1532,5.0,5.0,0.0,False,0.036,0.0479120730110288,17.688308350000003,24.54183972821542,21.8133368423401,23.728386834490657
P62532,7LHG,Fimbrial adapter PapK,3.8,EM,True,,1492,1.0,2.0,1.0,True,0.0,-0.0166448044962121,17.386570584999994,23.06562314672487,24.00539399232453,23.5251297638032
P9WNP9,7NPR,ESX-5 secretion system protein EccD5,3.82,EM,True,,9802,22.0,22.0,0.0,False,0.085,0.0051704986235978,260.06506970500004,90.8588403564248,89.72979927519081,90.98421991652076
P9WNA5,7NPR,ESX-5 secretion system protein EccC5,3.82,EM,True,,9802,22.0,22.0,0.0,False,0.085,0.0051704986235978,260.06506970500004,90.8588403564248,89.72979927519081,90.98421991652076
O53945,7NPR,Mycosin-5,3.82,EM,True,,9802,22.0,22.0,0.0,False,0.085,0.0051704986235978,260.06506970500004,90.8588403564248,89.72979927519081,90.98421991652076
Q5JW98,6YTL,Calcium homeostasis modulator protein 4,3.82,EM,True,,5874,11.0,11.0,0.0,False,0.0,0.0213209304403907,109.4189843,57.49968140485758,54.47980757759556,59.01622187066789
P68806,3HZQ,Large-conductance mechanosensitive channel,3.82,X-ray,True,,376,4.0,4.0,0.0,False,0.0,0.0273627383769302,10.57135208,23.935800217535004,22.7311495321296,18.34384331974513
P9WNQ9,7NPR,ESX-5 secretion system ATPase EccB5,3.82,EM,True,,9802,22.0,22.0,0.0,False,0.085,0.0051704986235978,260.06506970500004,90.8588403564248,89.72979927519081,90.98421991652076
Q08749,6LO8,Mitochondrial import inner membrane translocase subunit TIM18,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
P47045,6LO8,Mitochondrial import inner membrane translocase subunit TIM54,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
P33421,6LO8,"Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial",3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
P32830,6LO8,Mitochondrial import inner membrane translocase subunit TIM12,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
P87108,6LO8,Mitochondrial import inner membrane translocase subunit TIM10,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
O74700,6LO8,Mitochondrial import inner membrane translocase subunit TIM9,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
Q12328,6LO8,Mitochondrial import inner membrane translocase subunit TIM22,3.83,EM,True,,997,1.0,4.0,3.0,True,0.0,0.6277240488815093,0.0974077099999997,4.0903294119343245,1.4375463285377037,1.7608474403969128
P77338,7UW5,Mechanosensitive channel MscK,3.84,EM,True,,5061,7.0,7.0,0.0,False,0.0,0.0048451910479142,172.890661215,73.15321021122216,72.290563483738,74.18409984193848
A0A2X3II39,7EFO,Lipopolysaccharide export system ATP-binding protein LptB,3.85,EM,True,,916,2.0,2.0,0.0,False,0.014,0.0288098600025164,11.279051369999998,19.79238607864337,18.48225804210332,18.94791164705448
Q9Z218,7W6T,Dipeptidyl aminopeptidase-like protein 6,3.85,EM,True,,3934,2.0,6.0,4.0,True,0.0,-0.1109218660117154,3.0104028300000025,6.757292748696735,9.363240951237865,9.788978405250786
A0A1Y0Q3P9,7EFO,Lipopolysaccharide export system permease protein LptF,3.85,EM,True,,916,2.0,2.0,0.0,False,0.014,0.0288098600025164,11.279051369999998,19.79238607864337,18.48225804210332,18.94791164705448
A0A1Y0Q3C0,7EFO,LPS export ABC transporter permease LptG,3.85,EM,True,,916,2.0,2.0,0.0,False,0.014,0.0288098600025164,11.279051369999998,19.79238607864337,18.48225804210332,18.94791164705448
Q8WWI5,7WWB,Choline transporter-like protein 1,3.86,EM,True,,666,2.0,2.0,0.0,False,0.0,0.0551409806192767,40.83739597999999,36.562573564448655,31.79123964767396,36.05405229157492
M4NKV9,6OQ5,Toxin B,3.87,X-ray,False,no_TM_span,2346,0.0,,,,,,,,,
O75908,7N6Q,Sterol O-acyltransferase 2,3.87,EM,True,,1500,4.0,4.0,0.0,False,0.0,0.0806438035323456,73.21940323500002,51.091862868942286,41.74813028044491,48.276764504446575
