uniprot,entity,pdb,name,resolution,method
F2D0D5,7F9O_42,7F9O,"Chlorophyll a-b binding protein, chloroplastic",4.5,EM
Q9X1R4,3DIN_1,3DIN,Protein translocase subunit secA,4.5,X-ray
P35874,3DIN_3,3DIN,Preprotein translocase subunit secE,4.5,X-ray
Q9I6X4,6VEJ_1,6VEJ,Probable Resistance-Nodulation-Cell Division (RND) efflux transporter,4.5,EM
Q4KL25,6C14_2,6C14,LHFPL tetraspan subfamily member 5 protein,4.5,EM
S4Z1L1,7F9O_18,7F9O,"NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic",4.5,EM
S4Z268,7F9O_17,7F9O,"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic",4.5,EM
S4Z272,7F9O_23,7F9O,"NAD(P)H-quinone oxidoreductase subunit H, chloroplastic",4.5,EM
S4Z289,7F9O_2,7F9O,Photosystem I P700 chlorophyll a apoprotein A2,4.5,EM
S4Z1D9,7F9O_8,7F9O,Photosystem I reaction center subunit VIII,4.5,EM
S4Z1E9,7F9O_9,7F9O,Photosystem I reaction center subunit IX,4.5,EM
S4Z1I1,7F9O_20,7F9O,"NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic",4.5,EM
S4Z1K7,7F9O_1,7F9O,Photosystem I P700 chlorophyll a apoprotein A1,4.5,EM
P08100,6CMO_1,6CMO,chimera protein of Soluble cytochrome b562 and Rhodopsin,4.5,EM
A0A4Y5SEJ9,7F9O_22,7F9O,"NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic",4.5,EM
P22756,7LVT_1,7LVT,"Isoform Glur5-2 of Glutamate receptor ionotropic, kainate 1",4.6,EM
Q8ZRA7,6Z12_1,6Z12,Efflux pump membrane transporter,4.6,EM
P32886,5YWP_1,5YWP,JEV E protein,4.6,EM
D3ZK93,5VHY_1,5VHY,"Glutamate receptor 2,Germ cell-specific gene 1-like protein",4.6,EM
P44543,7QE5_1,7QE5,Sialic acid TRAP transporter permease protein SiaT,4.7,EM
P86218,6FTJ_53,6FTJ,Oligosaccharyltransferase complex subunit OSTC,4.7,EM
E2RQ08,6FTJ_51,6FTJ,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1",4.7,EM
F1PJP5,6FTJ_55,6FTJ,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,4.7,EM
P60467,6FTJ_50,6FTJ,Protein transport protein Sec61 subunit beta,4.7,EM
Q8NBN3,8CTJ_1,8CTJ,Transmembrane protein 87A,4.74,EM
Q02936,6TD6_2,6TD6,Protein hedgehog,4.76,EM
Q9C8G5,5Z1F_1,5Z1F,CSC1-like protein ERD4,4.8,EM
P61009,7P2Q_2,7P2Q,Signal peptidase complex subunit 3,4.9,EM
P07839,7WZN_16,7WZN,"Ferredoxin, chloroplastic",4.9,EM
Q9Y6A9,7P2Q_4,7P2Q,Signal peptidase complex subunit 1,4.9,EM
Q5TKG1,6OCE_1,6OCE,stress-gated cation channel 1.2,4.9,EM
Q15005,7P2Q_3,7P2Q,Signal peptidase complex subunit 2,4.9,EM
Q71RJ2,5VOT_2,5VOT,Voltage-dependent calcium channel gamma-2 subunit,4.9,EM
Q9BY50,7P2Q_1,7P2Q,Signal peptidase complex catalytic subunit SEC11C,4.9,EM
P67812,7P2P_1,7P2P,Signal peptidase complex catalytic subunit SEC11A,4.9,EM
D2KBQ2,6NK7_4,6NK7,E3 glycoprotein,4.99,EM
Q88628,6NK7_3,6NK7,Capsid protein,4.99,EM
P89946,2YEW_3,2YEW,E2 ENVELOPE GLYCOPROTEIN,5.0,EM
P03619,1IFK_1,1IFK,INOVIRUS,5.0,X-ray
Q00959,6MMR_2,6MMR,"Glutamate receptor ionotropic, NMDA 2A",5.13,EM
Q05389,6XKW_5,6XKW,Cytochrome c-type cyt cy,5.2,EM
D5ARP4,6XKW_1,6XKW,"Cytochrome c oxidase, Cbb3-type, subunit I",5.2,EM
D5ARP5,6XKW_2,6XKW,"Cytochrome c oxidase, Cbb3-type, subunit II",5.2,EM
D5ARP7,6XKW_3,6XKW,Cbb3-type cytochrome c oxidase subunit CcoP,5.2,EM
Q9SKI3,5MDX_15,5MDX,Photosystem II reaction center protein X,5.3,EM
Q9KQW9,3B5X_1,3B5X,Lipid A export ATP-binding/permease protein msbA,5.5,X-ray
P07358,6H04_3,6H04,Complement component C8 beta chain,5.6,EM
P07357,6H04_6,6H04,Complement component C8 alpha chain,5.6,EM
A0A1S4NYG1,5WUA_2,5WUA,SUR1,5.6,EM
P13671,6H04_7,6H04,Complement component C6,5.6,EM
P10643,6H04_4,6H04,Complement component C7,5.6,EM
P9WJN5,6CTD_1,6CTD,Large-conductance mechanosensitive channel,5.8,X-ray
P0AE07,5O66_2,5O66,Multidrug efflux pump subunit AcrA,5.9,EM
A0A1C7D1B8,5SV9_1,5SV9,Bor1p boron transporter,5.9,EM
P42264,7VM2_1,7VM2,"Glutamate receptor ionotropic, kainate 3",5.9,EM
A0A1I9GEU1,5KUA_1,5KUA,pilin,6.0,EM
A1JM51,6EL1_1,6EL1,YaxA,6.1,EM
Q460Z9,7TUK_1,7TUK,SAg protein,6.3,EM
Q7DD63,7MBZ_2,7MBZ,Lipoprotein,6.4,EM
A0A1W0WWK2,7FIF_1,7FIF,Protein dispatched-like protein 1,6.5,EM
P19492,6NJN_3,6NJN,Glutamate receptor 3,6.5,EM
P17400,7TUL_1,7TUL,Large envelope protein,6.5,EM
P0AE06,5NG5_1,5NG5,Multidrug efflux pump subunit AcrA,6.5,EM
P24391,5O8O_1,5O8O,Mitochondrial import receptor subunit tom40,6.8,EM
Q8X9Y5,4V6M_4,4V6M,Cell division protein FtsQ,7.1,EM
P09167,5JZT_1,5JZT,Aerolysin,7.4,EM
W8SZY2,7RI8_3,7RI8,Outer membrane protein assembly factor BamC,7.5,EM
C3SYV7,7RI8_4,7RI8,Outer membrane protein assembly factor BamD,7.5,EM
Q9UNL2,8B6L_7,8B6L,Translocon-associated protein subunit gamma,7.6,EM
P43308,8B6L_6,8B6L,Translocon-associated protein subunit beta,7.6,EM
P51571,8B6L_8,8B6L,Translocon-associated protein subunit delta,7.6,EM
P42187,7LHI_3,7LHI,Fimbrial protein,7.6,EM
P43307,8B6L_5,8B6L,Translocon-associated protein subunit alpha,7.6,EM
Q8X974,6GV9_1,6GV9,Prepilin peptidase-dependent protein D,8.0,EM
Q62640,6KSS_1,6KSS,"Glutamate receptor ionotropic, delta-1",8.1,EM
Q7M158,7TUW_2,7TUW,Light-harvesting protein B800-820 beta chain,8.2,EM
G0YP42,8EMA_2,8EMA,Anti-human Langerin 2G3 lambda chain,8.2,EM
Q7M119,7TUW_1,7TUW,Light-harvesting protein B800-820 alpha chain,8.2,EM
P52871,2WW9_3,2WW9,PROTEIN TRANSPORT PROTEIN SEB2,8.6,EM
P38353,2WW9_1,2WW9,SEC SIXTY-ONE PROTEIN HOMOLOG,8.6,EM
F5L478,4BGN_1,4BGN,VOLTAGE-GATED SODIUM CHANNEL,9.0,EM
P0AG99,3J45_3,3J45,Protein-export membrane protein SecG,9.5,EM
Q12518,5AHV_1,5AHV,ENTH DOMAIN OF EPSIN ENT1,13.6,EM
P33338,5AHV_2,5AHV,ANTH DOMAIN OF ENDOCYTIC ADAPTOR SLA2,13.6,EM
Q91R02,3IYW_1,3IYW,Envelope glycoprotein,13.7,EM
P0AG93,5MG3_5,5MG3,Protein translocase subunit SecF,14.0,EM
P0AG90,5MG3_4,5MG3,Protein translocase subunit SecD,14.0,EM
A0A023GYI2,2NB6_1,2NB6,Preproalbumin PawS1,,NMR
A0A023GYK7,2NB5_1,2NB5,Preproalbumin PawS1,,NMR
A0A059TFW7,2N1C_1,2N1C,Hemocyanin subunit L2,,NMR
A0A0A0V2B6,2NDN_1,2NDN,PawS1a Derived Peptide 20,,NMR
A0A0A0V662,5FZV_1,5FZV,Venom peptide U3-SYTX-Sth1a,,NMR
A0A0A0VBR5,5FZW_1,5FZW,Venom peptide U3-SYTX-Sth1h,,NMR
A0A0D8VEJ4,2MI2_1,2MI2,Sec-independent protein translocase protein TatB,,NMR
A0A0M3KKS4,2MP8_1,2MP8,NKR-5-3B,,NMR
A0A0S2KUN2,2N5Q_1,2N5Q,cysteine-rich peptide jS1,,NMR
A0A0U1U1Y3,7LSP_1,7LSP,D-Phenylseptin,,NMR
A0A0U2QEK1,6IHA_1,6IHA,SibaCec-A,,NMR
A0A1L6ZNG9,6O8J_1,6O8J,"Circular bacteriocin, circularin A/uberolysin family",,NMR
A0A2L0ART2,5X0S_1,5X0S,SsTx,,NMR
A0A2L1DGG0,6WQR_1,6WQR,HSTX-I,,NMR
A0A2P1GRC5,8B6X_1,8B6X,Envelope glycoprotein gp160,,NMR
A0A384E0Y8,5XA6_1,5XA6,BmKDfsin3,,NMR
A0A3G2WH77,6HN9_1,6HN9,Nicomicin-1,,NMR
A0A3G5BIB1,6PX8_1,6PX8,Venom polypeptide,,NMR
A0A3G5BIC2,6PX7_1,6PX7,Venom polypeptide,,NMR
A0A452CSQ9,6BA3_1,6BA3,U21-hexatoxin-Hi1a,,NMR
A0A493T764,7LZL_1,7LZL,Avian beta-defensin 3,,NMR
A0A5K4F6V0,7M73_1,7M73,Schistocin-2 antimicrobial peptide,,NMR
A0A9X9ZA81,8BGK_1,8BGK,Cg-BigDef5,,NMR
A0PGP7,2ML7_1,2ML7,Specific abundant protein 3,,NMR
A1JUB7,2LME_1,2LME,Adhesin yadA,,NMR
A4L7R8,7LNS_1,7LNS,Defensin-2,,NMR
A6YB85,2MXQ_1,2MXQ,Paneth cell-specific alpha-defensin 1,,NMR
A9QPL9,2LCY_1,2LCY,Virion spike glycoprotein,,NMR
A9XFZ7,2LN4_1,2LN4,Coprisin,,NMR
B0LX40,2MUV_1,2MUV,Matrix protein 2,,NMR
B0Y4B1,6GCJ_1,6GCJ,Hydrophobin,,NMR
B2KPN7,2JQC_1,2JQC,L-mr12,,NMR
B3EWR6,2L2R_1,2L2R,Antimicrobial peptide EcAMP1,,NMR
B3F051,2LJ7_1,2LJ7,Defensin Lc-def,,NMR
B3RFR8,2K35_1,2K35,hydramacin-1,,NMR
B5AKV3,2K1I_1,2K1I,Mucosal Alpha-Defensin,,NMR
B6ULW5,2LYE_1,2LYE,BTD-2,,NMR
B9T5G6,2MTM_1,2MTM,Putative uncharacterized protein,,NMR
C0HJU9,6CL3_1,6CL3,Toxin LyeTx 1,,NMR
C5IB03,7P4X_1,7P4X,Palustrin-Ca antimicrobial peptide,,NMR
C7G1H4,2MVI_1,2MVI,Bacteriocin plantarican ASM1,,NMR
D0E8G2,6FTK_1,6FTK,Envelope protein,,NMR
D2Y1X6,1NIX_1,1NIX,HAINANTOXIN-I,,NMR
D2Y1X9,2JTB_1,2JTB,Hainantoxin-3,,NMR
D2Y232,1NIY_1,1NIY,HAINANTOXIN-IV,,NMR
D6RKI7,2MN5_1,2MN5,Copsin,,NMR
D8L127,2LA2_1,2LA2,Cecropin,,NMR
E1UYT9,2KUS_1,2KUS,Sm-AMP-1.1a,,NMR
E1UYU0,2N1S_1,2N1S,AMP-2,,NMR
E9K9Z1,2KUY_1,2KUY,Prebacteriocin glycocin F,,NMR
F2EGM1,2M6A_1,2M6A,Predicted protein,,NMR
F6M2J2,6QBL_1,6QBL,Big defensin 1,,NMR
F8J4S0,2L3I_1,2L3I,"AOXKI4A, antimicrobial peptide in spider venom",,NMR
G4VEE0,7M77_1,7M77,Schistocin-3 antimicrobial peptide,,NMR
G5EC68,5IX5_1,5IX5,Antibacterial factor-related peptide 2,,NMR
G7L736,2LR3_1,2LR3,Defensin,,NMR
H0USY4,2L5R_1,2L5R,Antimicrobial peptide Alyteserin-1C,,NMR
I1T3C7,2LR5_1,2LR5,micasin,,NMR
K7N5K9,2LL1_1,2LL1,U1-TRTX-Sp1a,,NMR
K7N5L0,2LT8_1,2LT8,eurocin,,NMR
L0CKG3,5H2S_1,5H2S,Piscidin-4,,NMR
L7QI57,2MB1_1,2MB1,Virion spike glycoprotein,,NMR
M1E1F1,4B2V_1,4B2V,S64,,NMR
M5AE98,8B1L_1,8B1L,Piscidin,,NMR
O00168,2JO1_1,2JO1,Phospholemman,,NMR
O00198,2L5B_1,2L5B,Activator of apoptosis harakiri,,NMR
O00253,1MR0_1,1MR0,AGOUTI RELATED PROTEIN,,NMR
O00631,1JDM_1,1JDM,Sarcolipin,,NMR
O06796,2K3M_1,2K3M,Rv1761c,,NMR
O09114,2KTD_1,2KTD,Prostaglandin-H2 D-isomerase,,NMR
O14763,6NHW_1,6NHW,Tumor necrosis factor receptor superfamily member 10B,,NMR
O15240,7D16_1,7D16,Neurosecretory protein VGF,,NMR
O15431,2LS4_1,2LS4,High affinity copper uptake protein 1,,NMR
O29205,2N4X_1,2N4X,Cytochrome C-type biogenesis protein (CcdA),,NMR
O31467,2L16_1,2L16,Sec-independent protein translocase protein tatAd,,NMR
O39928,2M6X_1,2M6X,p7,,NMR
O43581,2D8K_1,2D8K,synaptotagmin VII,,NMR
O43759,8A6M_1,8A6M,Isoform 1B of Synaptogyrin-1,,NMR
O52685,1KX7_1,1KX7,mono-heme c-type cytochrome ScyA,,NMR
O60602,8AR2_1,8AR2,Toll-like receptor 5,,NMR
O60603,8AR0_1,8AR0,Toll-like receptor 2,,NMR
O61668,1WWN_1,1WWN,Excitatory insect selective toxin 1,,NMR
O61704,1B5N_1,1B5N,PROTEIN (PLASMATOCYTE-SPREADING PEPTIDE),,NMR
O61705,2KBK_1,2KBK,Neurotoxin BmK-M10,,NMR
O75324,1ZZA_1,1ZZA,Stannin,,NMR
O86283,2LGN_1,2LGN,Lactococcin 972,,NMR
O88272,2K72_1,2K72,Matrix metalloproteinase-23,,NMR
O92972,2MTS_1,2MTS,HEPATITIS C VIRUS P7 PROTEIN,,NMR
O95399,6HVB_1,6HVB,Urotensin-2,,NMR
O96060,2DJ9_1,2DJ9,growth-blocking peptide,,NMR
O96061,2DJC_1,2DJC,growth-blocking peptide,,NMR
P00101,1COR_1,1COR,CYTOCHROME C551,,NMR
P00287,9PCY_1,9PCY,PLASTOCYANIN,,NMR
P00533,1Z9I_1,1Z9I,Epidermal growth factor receptor,,NMR
P01263,2GLG_1,2GLG,Calcitonin-1,,NMR
P01272,1KX6_1,1KX6,Glucagon,,NMR
P01302,1V1D_1,1V1D,PANCREATIC HORMONE,,NMR
P01304,1ICY_1,1ICY,NEUROPEPTIDE Y,,NMR
P01375,7ASY_1,7ASY,Tumor necrosis factor,,NMR
P01441,1FFJ_1,1FFJ,CYTOTOXIN 2,,NMR
P01445,7O2K_1,7O2K,Cytotoxin 2,,NMR
P01446,6RC7_1,6RC7,Cytotoxin 3,,NMR
P01451,1RL5_1,1RL5,Cytotoxin 1,,NMR
P01467,2CCX_1,2CCX,CARDIOTOXIN CTX IIB,,NMR
P01491,1B3C_1,1B3C,PROTEIN (NEUROTOXIN CSE-I),,NMR
P01492,1VNA_1,1VNA,NEUROTOXIN,,NMR
P01507,1D9J_1,1D9J,CECROPIN A-MAGAININ 2 HYBRID PEPTIDE,,NMR
P01514,1D7N_1,1D7N,PROTEIN (WASP VENOM PEPTIDE (MASTOPARAN)),,NMR
P01515,2CZP_1,2CZP,Mastoparan X,,NMR
P01518,6TWG_1,6TWG,"Crabrolin Plus, mutant of Crabrolin peptide",,NMR
P01522,2CCO_1,2CCO,OMEGA-CONOTOXIN GVIA,,NMR
P01849,6MF8_1,6MF8,T-cell receptor alpha chain C region,,NMR
P02649,1OEF_1,1OEF,APOLIPOPROTEIN E,,NMR
P02654,1ALE_1,1ALE,APOLIPOPROTEIN C-I PRECURSOR,,NMR
P02655,1I5J_1,1I5J,APOLIPOPROTEIN CII,,NMR
P02656,2JQ3_1,2JQ3,Apolipoprotein C-III,,NMR
P02788,2GMC_1,2GMC,LACTOFERRIN-BASED SYNTHETIC PEPTIDE C12-LF11,,NMR
P02947,1XRD_1,1XRD,"Light-harvesting protein B-880, alpha chain",,NMR
P03086,2MJ2_1,2MJ2,Agnoprotein,,NMR
P03322,1A6S_1,1A6S,GAG POLYPROTEIN,,NMR
P03375,2ARI_1,2ARI,Envelope polyprotein GP160,,NMR
P03377,1P5A_1,1P5A,Envelope polyprotein GP160,,Other
P03404,1ZEC_1,1ZEC,NEF1-25,,NMR
P03442,1IBN_1,1IBN,HEMAGGLUTININ HA2 CHAIN PEPTIDE,,NMR
P03622,2IFO_1,2IFO,INOVIRUS,,X-ray
P04049,1FAQ_1,1FAQ,RAF-1,,NMR
P04370,2LUG_1,2LUG,Myelin basic protein,,NMR
P04624,1JAU_1,1JAU,TRANSMEMBRANE GLYCOPROTEIN (GP41),,NMR
P04626,2KS1_1,2KS1,Receptor tyrosine-protein kinase erbB-2,,NMR
P04629,2N90_1,2N90,High affinity nerve growth factor receptor,,NMR
P05059,1N2Y_1,1N2Y,CATESTATIN,,NMR
P05107,5ZAZ_1,5ZAZ,Integrin beta-2,,NMR
P05129,2E73_1,2E73,Protein kinase C gamma type,,NMR
P05546,2NCW_1,2NCW,Heparin cofactor 2,,NMR
P05878,2M8O_1,2M8O,Transmembrane protein gp41,,NMR
P06213,2MFR_1,2MFR,Insulin receptor,,NMR
P06477,2LQY_1,2LQY,Envelope glycoprotein H,,NMR
P06494,1IIJ_1,1IIJ,ERBB-2 RECEPTOR PROTEIN-TYROSINE KINASE,,NMR
P07017,2L9G_1,2L9G,Methyl-accepting chemotaxis protein II,,NMR
P07174,2MJO_1,2MJO,Tumor necrosis factor receptor superfamily member 16,,NMR
P07492,2N0H_1,2N0H,Neuromedin C (NMC),,NMR
P07525,1CHV_1,1CHV,PROTEIN (CARDIOTOXIN ANALOGUE V),,NMR
P07988,2DWF_1,2DWF,Pulmonary surfactant-associated protein B,,NMR
P08069,7PH8_1,7PH8,Insulin-like growth factor 1 receptor,,NMR
P08104,1QG9_1,1QG9,"PROTEIN (SODIUM CHANNEL PROTEIN, BRAIN II ALPHA SUBUNIT)",,NMR
P08138,5ZGG_1,5ZGG,Tumor necrosis factor receptor superfamily member 16,,NMR
P08411,1FW5_1,1FW5,NONSTRUCTURAL PROTEIN NSP1,,NMR
P08514,1S4W_1,1S4W,Integrin alpha-IIb,,NMR
P08943,1JMP_1,1JMP,viscotoxin B,,NMR
P08949,1C98_1,1C98,NEUROMEDIN B,,NMR
P09237,2MZI_1,2MZI,Matrilysin,,NMR
P09619,2L6W_1,2L6W,Beta-type platelet-derived growth factor receptor,,NMR
P09758,2MAE_1,2MAE,Tumor-associated calcium signal transducer 2,,NMR
P09958,6A8Y_1,6A8Y,YR26_SDS,,NMR
P0AEC3,2KSD_1,2KSD,Aerobic respiration control sensor protein arcB,,NMR
P0C006,6PEZ_1,6PEZ,Piscidin-3,,NMR
P0C0U1,2HN8_1,2HN8,Protein PB1-F2,,NMR
P0C0Y1,1JO5_1,1JO5,LIGHT-HARVESTING PROTEIN B-875,,NMR
P0C1V1,1DTC_1,1DTC,ACETYL-DELTA-TOXIN,,NMR
P0C201,1X5V_1,1X5V,PcFK1,,NMR
P0C250,2M6H_1,2M6H,Contryphan-Lo,,NMR
P0C2X7,2AAP_1,2AAP,Jingzhaotoxin-Vii,,NMR
P0C589,1YP8_1,1YP8,tricyclon A,,NMR
P0CG53,1E0Q_1,1E0Q,POLYUBIQUITIN-B,,NMR
P0CH57,2KFE_1,2KFE,meucin-24,,NMR
P0DJK0,2LDE_1,2LDE,Sarafotoxin-i3,,NMR
P0DKX7,6RFM_1,6RFM,Bifunctional hemolysin/adenylate cyclase,,NMR
P0DKZ0,2MZM_1,2MZM,Conantokin-R1-B,,NMR
P0DM21,6OTA_1,6OTA,Alpha-conotoxin TxIA,,NMR
P0DM24,6ENA_1,6ENA,Nemertide alpha-1,,NMR
P0DN84,7MPA_1,7MPA,Sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF,,NMR
P0DOE5,2NB7_1,2NB7,Small hydrophobic protein,,NMR
P0DQP3,6VH8_1,6VH8,Excelsatoxin A,,NMR
P0DQP5,7AY8_1,7AY8,Tbo-IT2,,NMR
P0DQT1,6VL2_1,6VL2,Stigmurin,,NMR
P0DTC4,7K3G_1,7K3G,Envelope small membrane protein,,NMR
P0DUM4,6GIG_1,6GIG,AapA1,,NMR
P10279,1SKH_1,1SKH,Major prion protein 2,,NMR
P10415,1G5M_1,1G5M,PROTEIN (APOPTOSIS REGULATOR BCL-2 WITH PUTATIVE FLEXIBLE LOOP REPLACED WITH A PORTION OF APOPTOSIS REGULATOR BCL-X PROTEIN),,NMR
P10645,1LV4_1,1LV4,catestatin,,NMR
P10747,7VU5_1,7VU5,T-cell-specific surface glycoprotein CD28,,NMR
P10891,1ICA_1,1ICA,INSECT DEFENSIN A,,NMR
P10912,5OHD_1,5OHD,Growth hormone receptor,,NMR
P10997,2KB8_1,2KB8,Islet amyloid polypeptide,,NMR
P11134,2JRD_1,2JRD,Hemagglutinin,,NMR
P11215,2LKE_1,2LKE,Integrin alpha-M,,NMR
P12764,2JQU_1,2JQU,Allatostatins,,NMR
P13231,1HCE_1,1HCE,HISACTOPHILIN,,NMR
P13473,2MOM_1,2MOM,Lysosome-associated membrane glycoprotein 2,,NMR
P14213,2RTV_1,2RTV,Tachyplesin-1,,NMR
P14616,7PL4_1,7PL4,Insulin receptor-related protein beta chain,,NMR
P14661,2N92_1,2N92,Cecropin-P1,,NMR
P15309,2L3H_1,2L3H,Prostatic acid phosphatase,,NMR
P15382,2K21_1,2K21,Potassium voltage-gated channel subfamily E member,,NMR
P15390,5JR0_1,5JR0,Sodium channel protein type 4 subunit alpha,,NMR
P15471,1QMW_1,1QMW,ALPHA-CONOTOXIN SI,,NMR
P16284,2KY5_1,2KY5,Platelet endothelial cell adhesion molecule,,NMR
P16471,2N7I_1,2N7I,Prolactin receptor,,NMR
P16562,2CQ7_1,2CQ7,Cysteine-rich secretory protein-2,,NMR
P16563,2A05_1,2A05,Cysteine-rich secretory protein-2,,NMR
P17252,2ELI_1,2ELI,Protein kinase C alpha type,,NMR
P18313,1L4V_1,1L4V,Sapecin,,NMR
P18511,1FU3_1,1FU3,DELTA-CONOTOXIN TXVIA,,NMR
P19235,2MV6_1,2MV6,Erythropoietin receptor,,NMR
P19438,7K7A_1,7K7A,Tumor necrosis factor receptor superfamily member 1A,,NMR
P19551,2PJV_1,2PJV,Envelope glycoprotein,,NMR
P19554,1VPU_1,1VPU,VPU PROTEIN,,NMR
P19909,6HKA_1,6HKA,"Immunoglobulin G-binding protein G,Serine-protein kinase ATM",,NMR
P20701,2M3E_1,2M3E,Integrin alpha-L,,NMR
P20702,2LUV_1,2LUV,Integrin alpha-X,,NMR
P21457,1JSA_1,1JSA,RECOVERIN,,NMR
P21709,2K1K_1,2K1K,Ephrin type-A receptor 1,,NMR
P21860,2L9U_1,2L9U,Receptor tyrosine-protein kinase erbB-3,,NMR
P21865,2KSF_1,2KSF,Sensor protein kdpD,,NMR
P22388,3CMH_1,3CMH,PROTEIN (ENDOTHELIN-1),,NMR
P22542,1EHS_1,1EHS,HEAT-STABLE ENTEROTOXIN B,,NMR
P22607,2LZL_1,2LZL,Fibroblast growth factor receptor 3,,NMR
P22646,2K4F_1,2K4F,T-cell surface glycoprotein CD3 epsilon chain,,NMR
P24017,2K0L_1,2K0L,Outer membrane protein A,,NMR
P24627,1LFC_1,1LFC,LACTOFERRICIN,,NMR
P25024,2LNL_1,2LNL,C-X-C chemokine receptor type 1,,NMR
P25098,1BAK_1,1BAK,G-PROTEIN COUPLED RECEPTOR KINASE 2,,NMR
P25110,1A11_1,1A11,ACETYLCHOLINE RECEPTOR M2,,NMR
P25230,1LYP_1,1LYP,CAP18,,NMR
P25445,2NA7_1,2NA7,Tumor necrosis factor receptor superfamily member 6,,NMR
P25446,2NA6_1,2NA6,Tumor necrosis factor receptor superfamily member 6,,NMR
P25810,1C4E_1,1C4E,PROTEIN (GURMARIN),,NMR
P26678,1PLP_1,1PLP,PHOSPHOLAMBAN,,NMR
P27275,1MMC_1,1MMC,ANTIMICROBIAL PEPTIDE 2,,NMR
P28311,1TV0_1,1TV0,Cryptdin-4,,NMR
P28879,6OTB_1,6OTB,Alpha-conotoxin S2,,NMR
P28881,1MVJ_1,1MVJ,SVIB,,NMR
P29317,2K9Y_1,2K9Y,Ephrin type-A receptor 2,,NMR
P30230,2N2R_1,2N2R,Defensin-like protein 2,,NMR
P31041,2NAE_1,2NAE,T-cell-specific surface glycoprotein CD28,,NMR
P31751,1P6S_1,1P6S,RAC-beta serine/threonine protein kinase,,NMR
P31872,1LCX_1,1LCX,GP41,,NMR
P32026,1MR4_1,1MR4,Nicotiana alata plant defensin 1 (NaD1),,NMR
P32194,1PG1_1,1PG1,PROTEGRIN-1,,NMR
P32195,2MUH_1,2MUH,Protegrin-2,,NMR
P32196,2MZ6_1,2MZ6,Protegrin-3,,NMR
P32897,7CLV_1,7CLV,TIM23 isoform 1,,NMR
P32927,2NA8_1,2NA8,Cytokine receptor common subunit beta,,NMR
P33046,1HR1_1,1HR1,INDOLICIDIN,,NMR
P34095,1OF9_1,1OF9,PORE-FORMING PEPTIDE AMEOBAPORE A,,NMR
P34741,6ITH_1,6ITH,Syndecan-2,,NMR
P34929,1EZE_1,1EZE,CHOLESTERYL ESTER TRANSFERASE INHIBITOR PROTEIN,,NMR
P35169,2KIT_1,2KIT,Serine/threonine-protein kinase TOR1,,NMR
P35414,2LOW_1,2LOW,Apelin receptor,,NMR
P35968,2M59_1,2M59,Vascular endothelial growth factor receptor 2,,NMR
P36015,1IOU_1,1IOU,YKT6P,,NMR
P36606,2M7X_1,2M7X,Na(+)/H(+) antiporter,,NMR
P37045,1AGG_1,1AGG,OMEGA-AGATOXIN-IVB,,NMR
P37817,2MVH_1,2MVH,Stage V sporulation protein M,,NMR
P37840,1XQ8_1,1XQ8,Alpha-synuclein,,NMR
P40515,1Y8M_1,1Y8M,Fis1,,NMR
P40719,2KSE_1,2KSE,Sensor protein qseC,,NMR
P41540,2MCE_1,2MCE,Neuropeptide gamma,,NMR
P41964,1MYN_1,1MYN,DROSOMYCIN,,NMR
P42127,1Y7J_1,1Y7J,Agouti Signaling Protein,,NMR
P45663,2KJA_1,2KJA,Beta-toxin Cn5,,NMR
P46158,2LG5_1,2LG5,Gallinacin-2,,NMR
P47708,2K3H_1,2K3H,Rabphilin-3A,,NMR
P49343,1ECI_1,1ECI,ECTATOMIN,,NMR
P49344,1ECI_2,1ECI,ECTATOMIN,,NMR
P49928,1FRY_1,1FRY,MYELOID ANTIMICROBIAL PEPTIDE,,NMR
P49933,6QKF_1,6QKF,Protegrin-4,,NMR
P49934,2NC7_1,2NC7,Protegrin-5,,NMR
P50057,1B3I_1,1B3I,PROTEIN (PLASTOCYANIN),,NMR
P50416,2LE3_1,2LE3,"Carnitine O-palmitoyltransferase 1, liver isoform",,NMR
P50570,2YS1_1,2YS1,Dynamin-2,,NMR
P50637,2N02_1,2N02,Translocator protein,,NMR
P50982,1K64_1,1K64,alpha-conotoxin EI,,NMR
P51524,2I1D_1,2I1D,13-mer from Prophenin-1 containing WWW,,NMR
P53816,2KYT_1,2KYT,Group XVI phospholipase A2,,NMR
P54228,2KET_1,2KET,Cathelicidin-6,,NMR
P54229,2NDC_1,2NDC,Cathelicidin-5,,NMR
P55734,2MPN_1,2MPN,Inner membrane protein YgaP,,NMR
P55847,1J0T_1,1J0T,MOLT-INHIBITING HORMONE,,NMR
P55957,2M5I_1,2M5I,BH3-interacting domain death agonist,,NMR
P55963,1P1P_1,1P1P,AA-CONOTOXIN PIVA,,NMR
P56199,2L8S_1,2L8S,Integrin alpha-1,,NMR
P56254,1NB1_1,1NB1,kalata B1,,NMR
